cluster,idnum,pais,dominio,estratopri,prov,upm,ur,colcentro,colcenpob,colestsoc,colsec,colsecc,manzana,tamano,idiomaq,fecha,q1,etid,ls3,a4,a4loc,a1,a2,a3,A4i,soct1,soct2,soct3,idio1,idio2,idio3,cp2,cp4a,cp4,np1,np2,muni10,sgl1,sgl1a,colsgl1b,colsgl1c,colsgl1d,colsgl1e,cp5,cp6,cp7,cp8,cp9,cp13,cp20,cp21,ls6,ls6a,colsisben,it1,l1,prot3,prot4,y4,jc1,jc10,jc13,jc15a,jc16a,vic1ext,vic1exta,vic2,vic2aa,vic1hogar,aoj8,aoj11,aoj11a,aoj12,aoj17,wc1,wc2,wc3,colwc4a,colwc4b,colwc4c,colwc4d,colwc4e,colwc4f,colpaz1a,colpaz1b,b1,b2,b3,b4,b6,b10a,b11,b12,b13,b14,b51,b18,b20,b20a,b21,b21a,b31,b50,b32,colb32a,b43,b15,b16,b17,b37,b47,b48,colb60,colb61,colb62,n1,n3,n9,n10,coln11,coln12,n11,n12,n15,coln16,wt1,wt2,m1,m2,w12a,wom1,wom2,wom3,wom4,wom5,wom6,wom7,w14a,w14b,w14c,aut10ctrl,aut10a1,aut10b1,aut10c1,aut10d1,pop101,pop102,pop103,colpop103a,pop107,pop113,coljp5,coljp6,eff1,eff2,ing4,dem23,ros1,ros2,ros3,ros4,ros5,ros6,colros7,rac3a,rac3b,rac3c,colrac3d,colrac3e,colrac3f,colrac3g,colrac3h,pn4,pn5,e5,e8,e11,e15,e14,e3,e16,d1,d2,d3,d4,d5,d6,dem2,dem11,aut1,coldh1,pp1,pp2,colpp2,dc1,coldc1a,dc10,dc13,coldc14,coldc15,exc2,exc6,exc11a,exc11,exc13a,exc13,exc14a,exc14,exc15a,exc15,exc16a,exc16,exc18,exc7,colideol3a,colideol3c,colideol3d,colideol3e,colideol4a,colideol4b,colideol4c,colideol4d,colideol4e,colideol4f,colideol4g,vb1,vb2,vb3,vb4,VB4o,vb10,vb11,pol1,colvb25a,colvb25b,colvb25c,colvb25d,colvbloc1,colvbloc1a,colvbloc1b,colvbloc2,colvbloc3,colvbloc3a,colvbloc4,colvbloc5,colvbloc6,colvb21a,colvb21b,colvb21c,colvb21d,colvb21e,clien1,clien2,rac1c,colmov1,dis2,dis3,dis4,dis5,dis6,dis7,td1,td2,td3,td4,td5,rac2a,rac4,dis11,dis13,dis12,rac1a,rac1d,rac1e,colrac5,colrac5a,colrac5b,colafarc,colaparas,colaguetact,colamilit,coljp1,coljp1a,coljp2,coljp3a,coljp3b,coljp3c,colfamacc,ed,edpadre,edmadre,q2,y1,y2,y3,haicr1,q3c,Q3Cctrl,q3ca,q5a,q5b,q10,q10c,q16,q14,q10d,q10e,q10f,q11,q12,q12a,coletida,leng1,ind1,ind2,ind3,ind4,www1,gi0,gi1,gi3,gi4,r1,r3,r4,r4a,r5,r6,r7,r8,r12,r14,r15,r16,r18,ocup4a,ocup1a,ocup1,ocup1b1,ocup1b2,ocup1anc,pen1,pen3,pen4,sal1,sal1a,sal4,depnac,munnac,areanac,colorr,sexi,colori,ti,intid,ti3,filter_0
501,50101,colombia,muestra especial,central,antioquia,turbo,urbano,inap(urbano),inap,estrato socioeconómico 2,1,3, 2,ciudad pequeña,español,20 Jun 11,hombre,negra,algo satisfecho,desempleo/falta de empleo,"economia, problemas con, crisis de",todos los días o casi todos los días,todos los días o casi todos los días,nunca,todos los días o casi todos los días,muy mala (pésima),peor,igual,mala,peor,mejor,no,sí,no,no,no,inap,malos,malos,muy malos (pésimos),ni buenos ni malos (regulares),ni buenos ni malos (regulares),muy malos (pésimos),una o dos veces al año,una o dos veces al año,nunca,una vez a la semana,una vez a la semana,una vez a la semana,nunca,nunca,6,5,sí,algo confiable,5,sí ha participado,2,"educación (falta de oportunidades, matrículas altas, mala calidad, política educ",no se justificaría que los militares tomen el poder por un golpe de estado,no se justificaría que los militares tomen el poder por un golpe de estado,no se justificaría que los militares tomen el poder por un golpe de estado,no se justifica,no se justifica,sí,3,robo sin arma con agresión o amenaza física,en este barrio,no,en ocasiones pueden actuar al margen de la ley,algo seguro,mucho,poco,nada,sí,no,no,sí,sí,no,no,no,no,negociación,negociación,3,7 mucho,2,2,2,2,5,4,5,5,6,1 nada,1 nada,1 nada,4,5,5,5,2,2,6,5,5,4,2,4,6,1 nada,1 nada,1 nada,3,4,4,3,3,4,4,3,4,6,poco preocupado,poco preocupado,ni bueno ni malo (regular),ni bien ni mal (regular),3,2,6,1 desacuerdo,3,1 desacuerdo,1 desacuerdo,5,"sí, de acuerdo cuando peligra la salud de la madre","sí, de acuerdo en caso de incesto o violación",no está de acuerdo,3,respeto a los mayores,obediencia,curiosidad,creatividad,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,6,2,2,6,6,6,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,6,7 muy de acuerdo,5,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,1 muy en desacuerdo,7 muy de acuerdo,1 muy en desacuerdo,7 muy de acuerdo,1 muy en desacuerdo,7 muy de acuerdo,insatisfecho,poco democrático,10 aprueba firm.,10 aprueba firm.,10 aprueba firm.,10 aprueba firm.,7,10 aprueba firm.,8,4,10 aprueba firm.,10 aprueba firm.,10 aprueba firm.,10 aprueba firm.,10 aprueba firm.,"la democracia es preferible a cualquier otra forma de gobierno, o",participación de todos,la democracia electoral es lo mejor,ineficiente,frecuentemente,no trabajó,sí está trabajando,corrupto y debe ser castigado,corrupto y debe ser castigado,corrupto y debe ser castigado,corrupto y debe ser castigado,corrupto y debe ser castigado,corrupto y debe ser castigado,sí,no,sí,no,sí,no,no,99,no,99,no,99,sí,muy generalizada,7 muy de acuerdo,4,4,7 muy de acuerdo,6,7,5,9,9,5,10 aprueba firm.,sí,sí votó,antanas mockus,inap(sí votó), ,sí,partido conservador,mucho,no,no,no,no,sí,sí,otro,6,6,3,3,5,6,importante,importante,importante,importante,importante,nunca,99,porque las personas negras son tratadas de manera injusta,baja,sí,no,sí,sí,no,inap,6,1 muy en desacuerdo,4,2,2,2,peor,pocas veces,algunas veces,nunca,muchas veces,muchas veces,pocas veces,sí,"lugares de entretenimiento (bares, discotecas)",trámites administrativos y oficinas públicas,1 opone,1 opone,3,1 opone,otra,otra,sí,5,4,3,no,universitaria 4 ó Superior no universitaria 4,ns,secundaria o bachillerato incompleto,24,"participando en una asociación civil (ong), comunitaria o un partido político","obtener o terminar educación, pagar educación",correcta,portales de internet (excluye diarios),ninguna (cree en un ser superior pero no pertenece a ninguna religión),1,cree en un ser superior pero no pertenece a ninguna religión,nunca o casi nunca,poco importante,[5] $$721.000 - $$1.000.000,no,inap,sí,no les alcanza y tienen dificultades,aumentó,99,soltero,ninguno,99,mestiza,castellano / español,no tienen impacto,mucha,porque ellos representan a la población indígena,muy efectivos,diariamente,diariamente,correcto,correcto,correcto,sí,sí,no,sí,no,sí,sí,no,no,sí,sí,no,sí,trabajando?,trabajador por cuenta propia?,"técnico o profesional de nivel medio (técnico en computación, maestro de primari","sí, usted perdió su trabajo pero ha encontrado uno nuevo",sí,"comerciante (vendedor ambulante, propietario de establecimientos comerciales o p",sí,fondo privado de pensiones,todos los meses,no,inap,inap,antioquia,turbo,urbana,9,hombre,4,20 Jun 11,gloria cruz,4312,seleccionado
501,50102,colombia,muestra especial,central,antioquia,turbo,urbano,inap(urbano),inap,estrato socioeconómico 1,1,3, 2,ciudad pequeña,español,09 May 05,hombre,negra,muy satisfecho,conflicto armado,desempleo/falta de empleo,todos los días o casi todos los días,todos los días o casi todos los días,rara vez,rara vez,"ni buena, ni mala (regular)",peor,peor,mala,mejor,peor,no,no,no,no,no,inap,ni buenos ni malos (regulares),muy malos (pésimos),malos,buenos,buenos,buenos,nunca,nunca,nunca,nunca,nunca,nunca,nunca,nunca,3,8,sí,muy confiable,5,no ha participado,99,99,no se justificaría que los militares tomen el poder por un golpe de estado,se justificaría que los militares tomen el poder por un golpe de estado,se justificaría que los militares tomen el poder por un golpe de estado,no se justifica,no se justifica,no,99,99,99,sí,en ocasiones pueden actuar al margen de la ley,muy seguro,mucho,mucho,poco,sí,no,no,no,sí,no,no,no,no,negociación,negociación,4,7 mucho,3,7 mucho,7 mucho,7 mucho,7 mucho,7 mucho,7 mucho,4,6,2,7 mucho,2,4,7 mucho,7 mucho,7 mucho,6,6,7 mucho,7 mucho,7 mucho,6,6,7 mucho,7 mucho,3,3,3,2,4,6,3,2,ns,4,2,2,6,no ha pensado mucho en esto,muy preocupado,ni bueno ni malo (regular),bien,5,6,7 acuerdo,6,7 acuerdo,1 desacuerdo,1 desacuerdo,1 desacuerdo,"sí, de acuerdo cuando peligra la salud de la madre",no está de acuerdo,no está de acuerdo,1,respeto a los mayores,obediencia,buenos modales,disciplina,6,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,7 muy de acuerdo,1 muy en desacuerdo,1 muy en desacuerdo,4,5,6,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,1 muy en desacuerdo,7 muy de acuerdo,1 muy en desacuerdo,7 muy de acuerdo,1 muy en desacuerdo,7 muy de acuerdo,satisfecho,muy democrático,4,8,7,1 desaprueba firm.,1 desaprueba firm.,1 desaprueba firm.,1 desaprueba firm.,1 desaprueba firm.,9,7,9,8,7,"la democracia es preferible a cualquier otra forma de gobierno, o",mano dura,la democracia electoral es lo mejor,eficiente,nunca,no trabajó,no está trabajando,corrupto y debe ser castigado,corrupto y debe ser castigado,corrupto y debe ser castigado,corrupto y debe ser castigado,corrupto y debe ser castigado,corrupto y debe ser castigado,no,no,no,99,no,99,no,99,no,99,no,99,no,muy generalizada,7 muy de acuerdo,6,5,7 muy de acuerdo,9,6,5,7,6,1 desaprueba firm.,7,sí,sí votó,nr,inap(sí votó), ,no,inap,poco,no,no,no,no,sí,sí,nr,7 acuerdo,1 desacuerdo,1 desacuerdo,1 desacuerdo,1 desacuerdo,6,importante,importante,importante,importante,importante,nunca,99,porque las personas negras son tratadas de manera injusta,media,no,no,no,no,no,inap,7 muy de acuerdo,1 muy en desacuerdo,1 muy en desacuerdo,4,5,1 muy en desacuerdo,peor,nunca,nunca,nunca,nunca,pocas veces,nunca,sí,por la policía,"lugares de entretenimiento (bares, discotecas)",1 opone,1 opone,1 opone,5 apoya,ns,inap,sí,6,7 mucho,7 mucho,no,secundaria 5,primaria incompleta,primaria completa,28,inap,inap,inap,inap,católico (tradicional),2,católico (tradicional),una vez al mes,muy importante,[3] $$181.000 - $$360.000,no,inap,sí,no les alcanza y tienen dificultades,disminuyó,un miembro de la familia perdió su trabajo,soltero,ninguno,99,negra,castellano / español,más democrático,poca,inap,muy efectivos,algunas veces al mes,diariamente,correcto,no sabe,correcto,sí,sí,no,sí,no,sí,no,no,no,no,sí,no,sí,está buscando trabajo activamente?,inap,inap,"sí, usted perdió su trabajo y no ha encontrado uno nuevo",sí,"trabajador especializado (operador de maquinaria, albañil, mecánico, carpintero,",no,99,99,no,inap,inap,antioquia,turbo,urbana,9,mujer,3,09 May 05,magdely arbelaez,3278,seleccionado
501,50103,colombia,muestra especial,central,antioquia,turbo,urbano,inap(urbano),inap,estrato socioeconómico 2,1,3, 2,ciudad pequeña,español,20 Jun 11,hombre,negra,algo satisfecho,otro,caminos/vias en mal estado,todos los días o casi todos los días,todos los días o casi todos los días,nunca,nunca,mala,igual,peor,mala,igual,peor,no,no,no,no,no,inap,malos,muy malos (pésimos),ni buenos ni malos (regulares),ni buenos ni malos (regulares),malos,malos,una o dos veces al año,nunca,nunca,nunca,nunca,nunca,nunca,nunca,2,3,sí,algo confiable,6,no ha participado,99,99,no se justificaría que los militares tomen el poder por un golpe de estado,no se justificaría que los militares tomen el poder por un golpe de estado,no se justificaría que los militares tomen el poder por un golpe de estado,no se justifica,no se justifica,no,99,99,99,no,deben respetar las leyes siempre,algo seguro,mucho,mucho,nada,sí,no,no,no,sí,no,no,no,no,negociación,negociación,3,5,5,4,6,3,6,6,6,7 mucho,6,6,7 mucho,2,4,7 mucho,6,6,7 mucho,7 mucho,7 mucho,6,6,5,5,3,6,2,2,2,6,6,7 mucho,6,7 mucho,6,7 mucho,5,6,7 mucho,no ha pensado mucho en esto,no ha pensado mucho en esto,bueno,ni bien ni mal (regular),5,7 acuerdo,7 acuerdo,6,7 acuerdo,7 acuerdo,6,1 desacuerdo,"sí, de acuerdo cuando peligra la salud de la madre","sí, de acuerdo en caso de incesto o violación",no está de acuerdo,1,respeto a los mayores,obediencia,curiosidad,disciplina,6,5,ns,ns,ns,5,1 muy en desacuerdo,1 muy en desacuerdo,5,6,6,6,6,6,5,6,6,7 muy de acuerdo,7 muy de acuerdo,6,6,1 muy en desacuerdo,7 muy de acuerdo,1 muy en desacuerdo,6,7 muy de acuerdo,6,insatisfecho,poco democrático,7,5,7,2,1 desaprueba firm.,1 desaprueba firm.,10 aprueba firm.,1 desaprueba firm.,10 aprueba firm.,1 desaprueba firm.,1 desaprueba firm.,6,1 desaprueba firm.,"la democracia es preferible a cualquier otra forma de gobierno, o",mano dura,la democracia electoral es lo mejor,eficiente,nunca,no trabajó,no está trabajando,corrupto y debe ser castigado,corrupto y debe ser castigado,corrupto y debe ser castigado,corrupto pero justificado,corrupto y debe ser castigado,corrupto y debe ser castigado,no,no,no,99,no,99,no,99,sí,no,no,99,no,muy generalizada,7 muy de acuerdo,7 muy de acuerdo,ns,7 muy de acuerdo,1 desaprueba firm.,1 desaprueba firm.,1 desaprueba firm.,5,1 desaprueba firm.,1 desaprueba firm.,6,sí,sí votó,juan manuel santos,inap(sí votó), ,sí,partido liberal,poco,no,no,no,no,sí,sí,otro,7 acuerdo,1 desacuerdo,1 desacuerdo,1 desacuerdo,1 desacuerdo,1 desacuerdo,importante,importante,importante,importante,importante,nunca,99,porque las personas negras son tratadas de manera injusta,media,no,no,no,no,no,inap,6,5,2,2,2,2,mejor,nunca,nunca,nunca,pocas veces,pocas veces,nunca,sí,barrio o vereda,"escuelas, colegios y universidades",1 opone,1 opone,1 opone,4,ns,inap,sí,6,6,7 mucho,no,primaria 5,primaria incompleta,primaria incompleta,61,inap,inap,inap,inap,católico (tradicional),2,católico (tradicional),una vez al mes,algo importante,[5] $$721.000 - $$1.000.000,no,inap,no,no les alcanza y tienen dificultades,permaneció igual,99,unión libre (acompañado),3,1,negra,castellano / español,más democrático,algo,porque ellos representan a la población indígena,algo efectivos,nunca,diariamente,correcto,incorrecto,correcto,sí,sí,no,sí,no,sí,sí,no,no,no,no,no,no,"está jubilado, pensionado o incapacitado permanentemente para trabajar?",inap,inap,por decisión propia o incapacidad no ha tenido trabajo,no,obrero,no,99,99,sí,no tiene,beneficiario,antioquia,turbo,urbana,5,hombre,4,20 Jun 11,gloria cruz,2846,seleccionado
501,50104,colombia,muestra especial,central,antioquia,turbo,urbano,inap(urbano),inap,estrato socioeconómico 2,1,3, 2,ciudad pequeña,español,09 May 05,mujer,negra,muy satisfecho,"salud, falta de servicio","salud, falta de servicio",rara vez,todos los días o casi todos los días,rara vez,rara vez,"ni buena, ni mala (regular)",igual,mejor,"ni buena, ni mala (regular)",peor,mejor,no,sí,no,no,no,inap,buenos,buenos,malos,buenos,ni buenos ni malos (regulares),buenos,una o dos veces al año,una vez a la semana,nunca,una o dos veces al mes,nunca,una o dos veces al mes,una vez a la semana,nunca,7,10 mejor vida,sí,algo confiable,5,sí ha participado,2,otros,no se justificaría que los militares tomen el poder por un golpe de estado,no se justificaría que los militares tomen el poder por un golpe de estado,se justificaría que los militares tomen el poder por un golpe de estado,no se justifica,no se justifica,sí,3,robo sin arma con agresión o amenaza física,en otro municipio,no,deben respetar las leyes siempre,muy seguro,mucho,mucho,nada,no,no,no,inap,inap,inap,inap,inap,inap,negociación,negociación,6,5,3,3,3,5,7 mucho,7 mucho,4,6,7 mucho,7 mucho,1 nada,7 mucho,5,7 mucho,3,3,2,2,7 mucho,7 mucho,ns,6,6,6,6,1 nada,1 nada,1 nada,4,1 nada,1 nada,3,4,1 nada,4,4,3,5,no ha pensado mucho en esto,no ha pensado mucho en esto,ni bueno ni malo (regular),ni bien ni mal (regular),1 desacuerdo,1 desacuerdo,7 acuerdo,1 desacuerdo,1 desacuerdo,1 desacuerdo,1 desacuerdo,1 desacuerdo,ns,no está de acuerdo,no está de acuerdo,3,respeto a los mayores,obediencia,buenos modales,disciplina,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,ns,ns,1 muy en desacuerdo,4,7 muy de acuerdo,1 muy en desacuerdo,1 muy en desacuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,1 muy en desacuerdo,7 muy de acuerdo,1 muy en desacuerdo,7 muy de acuerdo,1 muy en desacuerdo,7 muy de acuerdo,insatisfecho,algo democrático,2,6,7,1 desaprueba firm.,1 desaprueba firm.,1 desaprueba firm.,1 desaprueba firm.,6,10 aprueba firm.,6,7,7,7,"la democracia es preferible a cualquier otra forma de gobierno, o",mano dura,la democracia electoral es lo mejor,ineficiente,de vez en cuando,no trabajó,sí está trabajando,corrupto y debe ser castigado,corrupto y debe ser castigado,no corrupto,no corrupto,corrupto y debe ser castigado,corrupto y debe ser castigado,no,no,no,99,sí,no,no,99,no,99,no,99,no,muy generalizada,5,1 muy en desacuerdo,1 muy en desacuerdo,7 muy de acuerdo,1 desaprueba firm.,10 aprueba firm.,1 desaprueba firm.,7,6,1 desaprueba firm.,1 desaprueba firm.,sí,no votó,inap(no votó),no inscribió su cédula, ,sí,nr,algo,no,no,no,no,sí,sí,nr,7 acuerdo,ns,1 desacuerdo,ns,1 desacuerdo,ns,muy importante,ns,no consume el medio,no consume el medio,importante,nunca,99,porque las personas negras son tratadas de manera injusta,media baja,no,no,no,no,no,sí,7 muy de acuerdo,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,5,1 muy en desacuerdo,peor,algunas veces,pocas veces,muchas veces,muchas veces,nunca,algunas veces,sí,"escuelas, colegios y universidades",trámites administrativos y oficinas públicas,1 opone,1 opone,1 opone,1 opone,ns,inap,no,inap,inap,inap,no,universitaria 2 ó Superior no universitaria 2,ns,secundaria o bachillerato completo,24,ninguna de estas,situación del país,correcta,tv,"protestante, protestante tradicional o protestante no evangélico (cristiano, cal",1,cristiano,una vez por semana,muy importante,ns,no,inap,sí,no les alcanza y tienen dificultades,disminuyó,un miembro de la familia perdió su trabajo,soltero,ninguno,99,negra,castellano / español,ns,ns,inap,ns,algunas veces a la semana,diariamente,correcto,no sabe,correcto,sí,sí,no,sí,no,no,no,no,no,no,no,no,no,trabajando?,trabajador por cuenta propia?,"comerciante (vendedor ambulante, propietario de establecimientos comerciales o p","sí, usted perdió su trabajo y no ha encontrado uno nuevo",sí,ns,no,99,99,no,inap,inap,antioquia,turbo,urbana,9,mujer,3,09 May 05,magdely arbelaez,3049,seleccionado
501,50105,colombia,muestra especial,central,antioquia,turbo,urbano,inap(urbano),inap,estrato socioeconómico 2,1,3, 2,ciudad pequeña,español,09 May 05,mujer,negra,muy satisfecho,desempleo/falta de empleo,desempleo/falta de empleo,todos los días o casi todos los días,todos los días o casi todos los días,rara vez,todos los días o casi todos los días,mala,peor,peor,"ni buena, ni mala (regular)",peor,mejor,no,no,no,no,no,inap,malos,muy malos (pésimos),ni buenos ni malos (regulares),buenos,malos,ni buenos ni malos (regulares),nunca,nunca,una o dos veces al mes,una o dos veces al año,nunca,nunca,nunca,nunca,7,8,sí,muy confiable,4,no ha participado,99,99,no se justificaría que los militares tomen el poder por un golpe de estado,no se justificaría que los militares tomen el poder por un golpe de estado,no se justificaría que los militares tomen el poder por un golpe de estado,no se justifica,no se justifica,no,99,99,99,no,en ocasiones pueden actuar al margen de la ley,muy seguro,mucho,poco,poco,no,no,no,inap,inap,inap,inap,inap,inap,uso de la fuerza militar,uso de la fuerza militar,4,4,4,4,4,6,4,3,5,6,4,6,6,3,4,6,4,4,2,1 nada,7 mucho,6,6,7 mucho,5,5,5,1 nada,1 nada,1 nada,3,5,4,2,3,3,5,2,2,6,muy preocupado,muy preocupado,bueno,muy mal,1 desacuerdo,1 desacuerdo,7 acuerdo,1 desacuerdo,1 desacuerdo,1 desacuerdo,1 desacuerdo,1 desacuerdo,"sí, de acuerdo cuando peligra la salud de la madre","sí, de acuerdo en caso de incesto o violación","sí, de acuerdo con el aborto en cualquier caso",2,respeto a los mayores,obediencia,buenos modales,disciplina,1 muy en desacuerdo,2,2,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,6,7 muy de acuerdo,5,1 muy en desacuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,1 muy en desacuerdo,7 muy de acuerdo,1 muy en desacuerdo,7 muy de acuerdo,1 muy en desacuerdo,7 muy de acuerdo,insatisfecho,poco democrático,10 aprueba firm.,10 aprueba firm.,10 aprueba firm.,1 desaprueba firm.,1 desaprueba firm.,1 desaprueba firm.,5,10 aprueba firm.,9,10 aprueba firm.,5,10 aprueba firm.,10 aprueba firm.,"la democracia es preferible a cualquier otra forma de gobierno, o",participación de todos,la democracia electoral es lo mejor,ineficiente,nunca,no trabajó,no está trabajando,corrupto y debe ser castigado,corrupto y debe ser castigado,corrupto pero justificado,no corrupto,corrupto y debe ser castigado,corrupto y debe ser castigado,no,no,no,99,no,99,no,99,sí,no,sí,no,no,muy generalizada,7 muy de acuerdo,1 muy en desacuerdo,1 muy en desacuerdo,7 muy de acuerdo,7,10 aprueba firm.,1 desaprueba firm.,10 aprueba firm.,10 aprueba firm.,1 desaprueba firm.,10 aprueba firm.,sí,no votó,inap(no votó),ns, ,no,inap,nada,no,no,no,no,sí,no,inap,7 acuerdo,ns,1 desacuerdo,1 desacuerdo,1 desacuerdo,1 desacuerdo,muy importante,muy importante,muy importante,muy importante,muy importante,nunca,99,porque las personas negras son tratadas de manera injusta,baja,no,no,no,no,no,no,7 muy de acuerdo,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,mucho peor,nunca,nunca,nunca,nunca,algunas veces,algunas veces,sí,por la policía,trámites administrativos y oficinas públicas,1 opone,1 opone,1 opone,1 opone,ns,inap,sí,7 mucho,5,5,no,universitaria 1 ó Superior no universitaria 1,primaria incompleta,primaria incompleta,35,inap,inap,inap,inap,católico (tradicional),2,católico (tradicional),una vez al mes,muy importante,[4] $$361.000 - $$720.000,no,inap,no,no les alcanza y tienen grandes dificultades,disminuyó,un miembro de la familia perdió su trabajo,unión libre (acompañado),1,1,negra,castellano / español,no tienen impacto,poca,inap,poco efectivos,diariamente,diariamente,correcto,correcto,correcto,sí,sí,no,sí,no,no,no,no,no,no,no,no,no,está buscando trabajo activamente?,inap,inap,"sí, usted perdió su trabajo y no ha encontrado uno nuevo",sí,ns,sí,fondo privado de pensiones,no cotizó,sí,no tiene,cotizante (titular),antioquia,turbo,urbana,9,mujer,3,09 May 05,magdely arbelaez,2502,seleccionado
501,50106,colombia,muestra especial,central,antioquia,turbo,urbano,inap(urbano),inap,estrato socioeconómico 2,1,3, 2,ciudad pequeña,español,20 Jun 11,mujer,negra,muy satisfecho,seguridad (falta de),violencia,rara vez,todos los días o casi todos los días,rara vez,rara vez,buena,mejor,ns,"ni buena, ni mala (regular)",igual,igual,no,no,no,no,no,inap,ni buenos ni malos (regulares),malos,buenos,buenos,ni buenos ni malos (regulares),buenos,nunca,una vez a la semana,una o dos veces al mes,nunca,nunca,nunca,nunca,nunca,5,4,sí,algo confiable,7,no ha participado,99,99,se justificaría que los militares tomen el poder por un golpe de estado,se justificaría que los militares tomen el poder por un golpe de estado,se justificaría que los militares tomen el poder por un golpe de estado,no se justifica,no se justifica,sí,2,robo sin arma sin agresión o amenaza física,en otro municipio,no,deben respetar las leyes siempre,muy seguro,mucho,mucho,nada,sí,no,no,ns,ns,ns,ns,ns,ns,negociación,negociación,4,6,7 mucho,7 mucho,6,4,3,7 mucho,5,6,5,7 mucho,7 mucho,2,3,6,4,5,2,2,7 mucho,4,6,2,6,6,4,1 nada,1 nada,1 nada,3,5,6,5,4,4,5,3,6,6,algo preocupado,muy preocupado,bueno,ni bien ni mal (regular),3,1 desacuerdo,7 acuerdo,6,2,1 desacuerdo,1 desacuerdo,1 desacuerdo,no está de acuerdo,no está de acuerdo,no está de acuerdo,1,respeto a los mayores,obediencia,buenos modales,disciplina,2,4,3,3,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,6,1 muy en desacuerdo,5,ns,1 muy en desacuerdo,5,6,7 muy de acuerdo,7 muy de acuerdo,6,5,7 muy de acuerdo,7 muy de acuerdo,1 muy en desacuerdo,7 muy de acuerdo,1 muy en desacuerdo,7 muy de acuerdo,7 muy de acuerdo,7 muy de acuerdo,satisfecho,algo democrático,1 desaprueba firm.,8,9,1 desaprueba firm.,1 desaprueba firm.,4,1 desaprueba firm.,4,9,5,8,10 aprueba firm.,8,"la democracia es preferible a cualquier otra forma de gobierno, o",participación de todos,la democracia electoral es lo mejor,eficiente,frecuentemente,no trabajó,no está trabajando,no corrupto,no corrupto,no corrupto,no corrupto,corrupto y debe ser castigado,corrupto y debe ser castigado,no,no,no,99,sí,no,no,99,no,99,sí,no,no,algo generalizada,4,1 muy en desacuerdo,6,6,1 desaprueba firm.,7,1 desaprueba firm.,1 desaprueba firm.,8,2,6,sí,no votó,inap(no votó),no inscribió su cédula, ,no,inap,poco,no,no,no,no,sí,no,inap,7 acuerdo,2,1 desacuerdo,1 desacuerdo,1 desacuerdo,1 desacuerdo,importante,muy importante,importante,importante,muy importante,nunca,99,porque las personas negras son tratadas de manera injusta,baja,sí,no,no,no,no,no,5,1 muy en desacuerdo,1 muy en desacuerdo,1 muy en desacuerdo,7 muy de acuerdo,1 muy en desacuerdo,peor,pocas veces,pocas veces,algunas veces,algunas veces,algunas veces,algunas veces,sí,"lugares de entretenimiento (bares, discotecas)","escuelas, colegios y universidades",1 opone,1 opone,5 apoya,5 apoya,bojayá,otra,sí,6,7 mucho,6,no,universitaria 4 ó Superior no universitaria 4,ns,primaria incompleta,41,inap,inap,inap,inap,católico (tradicional),2,católico (tradicional),una vez por semana,muy importante,[5] $$721.000 - $$1.000.000,no,inap,no,les alcanza justo sin grandes dificultades,aumentó,99,unión libre (acompañado),1,1,negra,castellano / español,más democrático,algo,porque ellos representan a la población indígena,poco efectivos,algunas veces a la semana,diariamente,correcto,correcto,correcto,sí,sí,no,sí,no,sí,no,sí,no,sí,no,no,no,no está trabajando en este momento pero tiene trabajo?,asalariado del gobierno o empresa estatal?,"técnico o profesional de nivel medio (técnico en computación, maestro de primari","sí, usted perdió su trabajo pero ha encontrado uno nuevo",no,ns,sí,seguro social (instituto de seguros sociales),todos los meses,sí,no tiene,cotizante (titular),choco,acandi,urbana,9,hombre,4,20 Jun 11,gloria cruz,3178,seleccionado
