pais;prov;muni;estratopri;ur;cluster;year;weight1500;date;duration;upm;q1;a4;a4loc2;gi0;soct2;idio2;np1;cp4a;colb52c;cp6;cp7;cp8;cp13;cp20;colcp8a;colcp8b;colcp8c;it1;l1;prot3;vic1ext;aoj1;aoj1a;aoj1b;aoj11;aoj12;aoj21;cuestionario;colaoj21a;colaoj21b;colpese4;colpese5a;colpese5b;coldh2b;colvioldh1c;wc1;wc1t;wc3;wc3t;wc2;wc2t;colwc8;colwc8t;colwc9;colwc9t;collt5;collt6;colpaz1a;colpaz1c;colpaz2bn;colpropaz3;colpaz4an2;colpaz4cn;colpaz6a;colpaz6c;colpgen1n;colb60a;b1;b2;b3;b4;b6;b10a;b12;b13;b18;colb60;b21;b21a;b32;colb61;colb67;colb71;b20;b33;b17;b3polx;b20b;b15;b3milx;colpropaz1b;colrecon19a;colrecon19b;colrecon19c;colrecon19d;colrecon19e;colpropaz14b;colpropaz14f;colpropaz14c;colpropaz14d;colpropaz14e;colpropaz14a;colrecon20a;colrecon20b;colrecon20c;colrecon20d;colrecon20e;colpropaz15b;colpropaz15f;colpropaz15c;colpropaz15d;colpropaz15e;colpropaz15a;colpropaz1c;colvb27a;colvb27b;colvb27c;colvb27d;colvb27e;colvb27f;colvb27g;m1;pn4;sd2new2;sd3new2;sd6new2;colsd8new2;colinfrax1;colinfraxhoras;colinfrax2;colinfraxmin;colinfrax77;colinfrax88;colinfrax98;colinfra31;colinfra3horas;colinfra32;colinfra3min;colinfra377;colinfra388;colinfra398;colpact16b;ros1;ing4;eff1;eff2;colmin1a;colinstgob12;colpropaz13c;colpropaz13j;colpropaz13k;colpropaz13l;colpropaz13m;colpropaz13n;colpropaz13q;colpact16a;coldesm3a;coldesm3b;coldesm3e;coldesm3c;colwom2a;colind1a;colcamp1a;colafro1a;colpact11;colpact1;colpact17a;colpact18a;colpact8;colpact9;colpact10;colpact19;colpact17b;colpact18b;colpropaz7e;e16;colespa1;d1;d2;d3;d4;d6;colideol4a;colideol4b;colideol4c;colideol4d;colideol4f;colideol4g;colrecon8;colrecon6;colrecon18;colrecon7;coldis35f;exc2;exc6;exc11a;exc11;exc13a;exc13;exc14a;exc14;exc15a;exc15;exc16a;exc16;exc18;exc7;exc7b2;inf1;colvb7b;coltrans1b1;coltrans1bhoras;coltrans1b2;coltrans1bmin;coltrans1b88;coltrans1b98;vb10;vb11;pol1;colespa10;dis13;dis12;coldis18;dis11;coldis17;wf1;cct1b;soc5;soc9;ed;q5b;q3c;colocup4a;ocup1a;q10g;q10new;coladam11;q11n;q12c;q12bn;colq12b;q12;etid;www1;gi1;gix4;gi4;colgi8;r3;r4a;r5;r6;r7;r8;r12;r14;r15;r18;r16;agequota;sexquota;formatq;colorr;conocim;iarea1;iarea2;iarea3;iarea4;iarea6;iarea7;intid;sexi;colori;a4_fixed;colwc4_1;colwc4_2;colwc4_3;colwc4_4;colwc4_5;colwc4_6;colwc4_7;urban;q2;q2y;edad;edad1;edad2;edad3;edad4;edad5;edad6;edr;mujer;colwc4_8;colwc4_9;colocup2a;colocup2b;colocup2c;colocup2d;colocup2e;colocup2f;colocup2g;colocup2h;colocup2i;colocup2j;colocup2k;colocup2l
Colombia;Meta;Puerto Rico;Macarena-Caguán;Rural;50590011;2017;1;31/10/2017 10:57;00:01:05:25;50590;Mujer;Otro;1;Diariamente;Peor;Igual;No;Sí;Acudiría a una autoridad judicial (Juez o Fiscal);Nunca;Una o dos veces al mes;Nunca;Nunca;Una o dos veces al año;Una o dos veces al mes;Una o dos veces al año;Nunca;Algo confiable;5;No ha participado;Sí;Sí;Policía;Inaplicable;Algo inseguro(a);Nada;Delincuentes comunes;Cuestionario B;Inaplicable;Policía o militares;Mayor;De vez en cuando;Disminuiría;Defensoría del Pueblo;Inaplicable;Sí;No;No;Inaplicable;Sí;No;No;Inaplicable;Sí;No;Sí;No;Negociación;Negociación;Posible;Poco posible;No;Sí;Sí;Sí;[NO LEER] Ambos por igual;Menos;2;6;Nada;4;4;Nada;Nada;Nada;5;Nada;Nada;Nada;Mucho;Nada;5;2;Inaplicable;Inaplicable;Inaplicable;Inaplicable;6;Mucho;3;4;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Mucho;Mucho;2;Mucho;5;6;3;3;Mucho;5;6;4;Nada;Mucho;Nada;Nada;Nada;Nada;Nada;Ni bueno, ni malo (regular);Insatisfecho(a);Insatisfecho(a);Satisfecho(a);Insatisfecho(a);Satisfecho(a);;;;;;;;0;;1;30 minutos;0;0;0;Muy en desacuerdo;Muy de acuerdo;5;3;5;5;6;3;5;5;2;4;5;4;3;2;2;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;5;Muy de acuerdo;5;Inaplicable;Inaplicable;Inaplicable;Inaplicable;6;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;2;No;Desaprueba firmemente;Desaprueba firmemente;4;Aprueba firmemente;Aprueba firmemente;3;Desaprueba firmemente;Desaprueba firmemente;5;8;6;Desaprueba firmemente;8;9;9;8;8;No tiene problema con tenerlos de vecinos;No;No;Sí;No;Sí;No;No;Inaplicable;No;Inaplicable;Sí;No;Sí;Muy generalizada;Muy generalizada;Sí;Sí votó;0;;1;30 minutos;0;0;Sí;Centro Democrático;Algo;No votaría por ese candidato;Inaplicable;Inaplicable;Inaplicable;Nunca;Pocas veces;Sí;Sí;Inaplicable;No;8 - 3er año de secundaria;Muy importante; Iglesia de los Santos de los Últimos Días (Mormones);Trabajando;Trabajador(a) por cuenta propia; Menos de 225.000; Entre 700.001 y 750.000;Sí;Separado;4;2;Sí;3;Blanca;Algunas veces a la semana;Correcto;No sabe;Correcto;3;No;Sí;No;No;No;Sí;No;No;No;No;No;2;2;4;4;Ni alto ni bajo;Algo;Mucho;Poco;Nada;Nada;Nada;20429000;2;6;Conflicto armado;Sí;No;No;No;No;No;No;Rural;43;2060;36-45;0;0;1;0;0;0;Secundaria;Mujer;No;No;No;No;No;No;No;No;No;No;Sí;No;No;No
Colombia;Meta;Puerto Rico;Macarena-Caguán;Rural;50590011;2017;1;31/10/2017 11:00;00:01:03:43;50590;Hombre;Economía, problemas con, crisis de;1;Algunas veces a la semana;Peor;Peor;No;Sí;Acudiría a una autoridad judicial (Juez o Fiscal);Nunca;Nunca;Una o dos veces al mes;Nunca;Inaplicable;Una o dos veces al mes;Nunca;Nunca;Muy confiable;Derecha;No ha participado;Sí;No;Inaplicable;No sirve de nada;Algo inseguro(a);Nada;Delincuentes comunes;Cuestionario B;Inaplicable;Policía o militares;Menor;De vez en cuando;Disminuiría;Fiscalía General de la Nación;Inaplicable;Sí;No;No;Inaplicable;Sí;No;No;Inaplicable;Sí;No;Sí;No;Negociación;No responde;Poco posible;Nada posible;Sí;Sí;No;No;Una mujer;Menos;2;4;2;4;4;4;4;No responde;3;2;No responde;3;5;Nada;5;No responde;Inaplicable;Inaplicable;Inaplicable;Inaplicable;5;6;3;3;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;2;No responde;5;6;4;5;2;4;5;2;5;3;4;4;No responde;5;No responde;4;2;Ni bueno, ni malo (regular);Insatisfecho(a);Insatisfecho(a);Insatisfecho(a);Insatisfecho(a);Insatisfecho(a);;;;;;;;0;;1;30;0;0;0;2;No responde;No responde;No responde;3;3;6;No responde;4;2;No responde;3;4;5;3;No responde;3;No responde;2;6;No responde;No responde;No responde;Inaplicable;Inaplicable;Inaplicable;Inaplicable;No responde;6;6;6;2;2;No;7;2;2;8;2;2;Desaprueba firmemente;Desaprueba firmemente;Desaprueba firmemente;No responde;No responde;Desaprueba firmemente;No responde;3;No responde;5;No responde;No tiene problema con tenerlos de vecinos;No;No;Sí;No;Sí;No;No;Inaplicable;No;Inaplicable;No;Inaplicable;No responde;Muy generalizada;Muy generalizada;Sí;Sí votó;0;;1;10;0;0;No;Inaplicable;Poco;No votaría por ese candidato;Inaplicable;Inaplicable;Inaplicable;Nunca;Nunca;Sí;No;Inaplicable;No;3 - 3er año de primaria;Algo importante;No sabe;Trabajando;Trabajador(a) por cuenta propia; Entre 425.001 y 545.000;No sabe;No;Soltero;3;1;No;1;Blanca;Nunca;Correcto;No sabe;Correcto;;Sí;Sí;No;No;No;No;No;No;No;No;No;3;1;4;2;Alto;Algo;Algo;Nada;Algo;Nada;Poco;38282166;2;2;Economía, problemas con, crisis de;Sí;No;No;No;No;No;No;Rural;47;2064;46-55;0;0;0;1;0;0;Primaria;Hombre;No;No;No;No;No;No;No;No;No;No;No;Sí;No;No
Colombia;Meta;Puerto Rico;Macarena-Caguán;Rural;50590015;2017;1;31/10/2017 12:14;00:01:15:51;50590;Hombre;Seguridad (falta de);18;Diariamente;Igual;Igual;No;No;Acudiría a un líder comunitario o religioso;Una o dos veces al mes;Nunca;Nunca;Nunca;Inaplicable;Una o dos veces al mes;Nunca;Nunca;Muy confiable;Derecha;No ha participado;No;Inaplicable;Inaplicable;Inaplicable;Muy seguro(a);Poco; Ninguno;Cuestionario A;Policía o militares;Inaplicable;Igual;Nunca;Disminuiría;No denunciaría el hecho;Por miedo a represalias;No;Inaplicable;No;Inaplicable;No;Inaplicable;No;Inaplicable;No;Inaplicable;No;Inaplicable;Negociación;No sabe;Posible;Posible;Sí;Sí;Sí;Sí;[NO LEER] Ambos por igual;Más;6;Mucho;5;6;Mucho;5;5;6;6;2;5;6;5;4;6;6;6;5;6;Mucho;Inaplicable;Inaplicable;Inaplicable;6;Nada;5;6;5;5;Mucho;5;6;Mucho;5;Mucho;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Mucho;6;3;3;No sabe;No sabe;Nada;Nada;Bueno;Insatisfecho(a);Muy insatisfecho(a);Satisfecho(a);.d;.d;0;;0;;1;0;0;;;;;;;;6;5;5;6;4;No sabe;4;5;4;5;4;5;6;5;Muy de acuerdo;5;4;No sabe;No sabe;Muy en desacuerdo;6;5;5;4;No sabe;No sabe;5;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;No;4;4;8;6;5;8;2;2;2;6;5;2;5;8;3;4;7;No tiene problema con tenerlos de vecinos;No;No;No;Inaplicable;Sí;No;No;Inaplicable;No;Inaplicable;No;Inaplicable;No;Poco generalizada;Poco generalizada;Sí;No votó;1;1 y 30 minutos;0;;0;0;No;Inaplicable;Nada;No votaría por ese candidato;Nunca;Nunca;Nunca;Inaplicable;Inaplicable;No;No;No;Inaplicable;0 - Ninguno;Muy importante; Católico;Trabajando;Trabajador(a) por cuenta propia; Entre 660.001 y 700.000; Entre 660.001 y 700.000;No;Soltero;1;0;Inaplicable;6;Blanca;Nunca;No sabe;No sabe;Correcto;;Sí;No;No;No;No;No;Sí;No;No;No;Sí;3;1;4;4;Ni alto ni bajo;Nada;Poco;Nada;Nada;Nada;Nada;52122292;2;3;Seguridad (falta de);Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Rural;78;2095;66+;0;0;0;0;0;1;Ninguno;Hombre;Inaplicable;Inaplicable;No;No;No;No;No;No;Sí;No;No;No;No;No
Colombia;Meta;Puerto Rico;Macarena-Caguán;Rural;50590015;2017;1;31/10/2017 12:40;00:01:13:23;50590;Mujer;Salud, falta de servicio;60;Algunas veces a la semana;Igual;Peor;No;No;Acudiría a una autoridad judicial (Juez o Fiscal);Una vez a la semana;Nunca;Una o dos veces al mes;Nunca;Nunca;Una o dos veces al mes;Nunca;Nunca;Muy confiable;8;No ha participado;No;Inaplicable;Inaplicable;Inaplicable;Algo seguro(a);Poco; Ninguno;Cuestionario A;Policía o militares;Inaplicable;Mayor;Nunca;Permanecería igual;Personería municipal;Inaplicable;No;Inaplicable;No;Inaplicable;No;Inaplicable;No;Inaplicable;No;Inaplicable;No;Inaplicable;Negociación;Negociación;Poco posible;Poco posible;Sí;Sí;Sí;No responde;No sabe;Lo mismo;5;Mucho;Mucho;Mucho;Mucho;Mucho;Mucho;3;4;3;6;Nada;5;3;Mucho;Mucho;5;6;6;Mucho;Inaplicable;Inaplicable;Inaplicable;5;Mucho;4;Mucho;6;5;5;6;6;6;6;6;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;6;5;6;2;Nada;Nada;Nada;Nada;Ni bueno, ni malo (regular);Satisfecho(a);Insatisfecho(a);Insatisfecho(a);Muy insatisfecho(a);Satisfecho(a);1;5;0;;0;0;0;;;;;;;;3;6;6;3;4;6;5;5;6;5;5;5;5;5;6;4;4;5;No sabe;5;6;Muy de acuerdo;No sabe;No sabe;2;2;No sabe;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;No;Aprueba firmemente;Desaprueba firmemente;6;5;No sabe;No sabe;Desaprueba firmemente;Desaprueba firmemente;Desaprueba firmemente;Desaprueba firmemente;Desaprueba firmemente;Desaprueba firmemente;5;Aprueba firmemente;8;5;5;No tiene problema con tenerlos de vecinos;No;No;No;Inaplicable;No;Inaplicable;No;Inaplicable;Sí;No;Sí;No;No;No sabe;No sabe;Sí;Sí votó;0;;1;15 minutos;0;0;No;Inaplicable;Poco;No votaría por ese candidato;Nunca;Nunca;Pocas veces;Inaplicable;Inaplicable;Sí;Sí;Sí;Inaplicable;6 - 1er año de secundaria;Muy importante; Otro;Se dedica a los quehaceres de su hogar;Inaplicable;Inaplicable; Entre 325.001 y 425.000;No;Casado;2;0;Inaplicable;2;Blanca;Rara vez;Correcto;No sabe;Incorrecto;;Sí;Sí;No;Sí;No;No;No;No;No;No;Sí;2;2;4;5;Bajo;Nada;Algo;Poco;Nada;Nada;Poco;1006131477;2;4;Salud, falta de servicio;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Rural;40;2057;36-45;0;0;1;0;0;0;Secundaria;Mujer;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable
Colombia;Meta;Puerto Rico;Macarena-Caguán;Rural;50590011;2017;1;31/10/2017 12:31;00:01:03:36;50590;Hombre;Otro;18;Diariamente;Peor;Mejor;No;Sí;Acudiría a la Policía;Una vez a la semana;Nunca;Una vez a la semana;Nunca;Inaplicable;Una o dos veces al mes;Nunca;Una vez a la semana;Muy confiable;Izquierda;No ha participado;No;Inaplicable;Inaplicable;Inaplicable;Muy seguro(a);Mucho;Delincuentes comunes;Cuestionario A;Policía o militares;Inaplicable;Menor;Nunca;Permanecería igual;Fiscalía General de la Nación;Inaplicable;No;Inaplicable;No;Inaplicable;No;Inaplicable;No;Inaplicable;No;Inaplicable;No;Inaplicable;Negociación;Negociación;Poco posible;Poco posible;Sí;Sí;Sí;Sí;Un hombre;Menos;2;2;Nada;4;Nada;Nada;Mucho;2;5;Nada;Nada;Nada;Nada;Nada;2;3;Nada;2;3;5;Inaplicable;Inaplicable;Inaplicable;5;6;3;Nada;2;2;Mucho;5;3;2;Nada;3;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;4;5;3;Nada;2;6;Nada;2;Bueno;Satisfecho(a);Satisfecho(a);Satisfecho(a);Satisfecho(a);Satisfecho(a);0;;1;30;0;0;0;;;;;;;;5;3;4;3;2;5;5;5;6;6;5;4;5;2;4;4;3;2;4;Muy en desacuerdo;4;6;5;2;2;4;2;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Sí;5;4;4;6;5;4;Desaprueba firmemente;Desaprueba firmemente;Desaprueba firmemente;5;3;Desaprueba firmemente;Desaprueba firmemente;5;2;6;7;No tiene problema con tenerlos de vecinos;No;No;No;Inaplicable;Sí;No;No;Inaplicable;No;Inaplicable;No;Inaplicable;No;Algo generalizada;Poco generalizada;Sí;Sí votó;0;;1;5;0;0;No;Inaplicable;Nada;No votaría por ese candidato;Nunca;Nunca;Nunca;Inaplicable;Inaplicable;No;Sí;Sí;Inaplicable;5 - 5o año de primaria;Muy importante; Iglesia de los Santos de los Últimos Días (Mormones);Trabajando;Trabajador(a) por cuenta propia; Menos de 225.000; Menos de 225.000;No;Casado;3;1;No;2;Mestiza;Nunca;Correcto;No sabe;Correcto;1;Sí;No;No;No;No;Sí;Sí;No;No;No;No;1;1;4;7;Ni alto ni bajo;Nada;Poco;Nada;Nada;Nada;Nada;20429000;2;6;Mal gobierno;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Rural;25;2042;18-25;1;0;0;0;0;0;Primaria;Hombre;Inaplicable;Inaplicable;No;No;No;No;No;No;No;No;Sí;No;No;No
Colombia;Meta;Puerto Rico;Macarena-Caguán;Rural;50590015;2017;1;31/10/2017 13:55;00:01:01:27;50590;Mujer;Seguridad (falta de);1;Diariamente;Peor;Igual;No;No;Conseguiría un abogado;Una vez a la semana;Nunca;Una o dos veces al año;Nunca;Nunca;Una o dos veces al año;Nunca;Nunca;Algo confiable;Derecha;No ha participado;No;Inaplicable;Inaplicable;Inaplicable;Algo inseguro(a);Poco;Pandillas;Cuestionario B;Inaplicable; Ninguno;Igual;Nunca;Permanecería igual;Personería municipal;Inaplicable;Sí;No;No;Inaplicable;Sí;No;No;Inaplicable;Sí;No;Sí;No;[NO LEER] Ambas;No sabe;Nada posible;Nada posible;No;No;Sí;Sí;Una mujer;Menos;4;No sabe;No sabe;5;No sabe;No sabe;5;No sabe;4;Nada;2;Nada;2;Nada;5;No sabe;Inaplicable;Inaplicable;Inaplicable;Inaplicable;6;No sabe;3;5;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Mucho;6;Mucho;Mucho;Nada;3;3;4;6;5;4;4;Nada;Mucho;Nada;Nada;Nada;Nada;Nada;Ni bueno, ni malo (regular);Insatisfecho(a);Muy insatisfecho(a);Satisfecho(a);Insatisfecho(a);Muy insatisfecho(a);;;;;;;;1;30 minutos;0;;0;0;0;3;6;No sabe;5;5;4;5;No sabe;5;No sabe;4;5;4;Muy en desacuerdo;4;3;3;4;No sabe;Muy en desacuerdo;No sabe;No sabe;No sabe;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;6;Muy en desacuerdo;No;5;Desaprueba firmemente;No sabe;No sabe;Desaprueba firmemente;Desaprueba firmemente;Desaprueba firmemente;Desaprueba firmemente;Desaprueba firmemente;Desaprueba firmemente;6;Desaprueba firmemente;Desaprueba firmemente;6;7;8;7;No tiene problema con tenerlos de vecinos;No;No;No;Inaplicable;No;Inaplicable;No;Inaplicable;Sí;No;No;Inaplicable;No;Muy generalizada;Muy generalizada;Sí;Sí votó;0;;1;30 minutos;0;0;Sí;Centro Democrático;Poco;No votaría por ese candidato;Inaplicable;Inaplicable;Inaplicable;Nunca;Muchas veces;No;No;Inaplicable;No;5 - 5o año de primaria;Muy importante; Otro;Se dedica a los quehaceres de su hogar;Inaplicable;Inaplicable; Entre 545.001 y 620.000;No;Casado;3;0;Inaplicable;2;Blanca;Nunca;Correcto;No sabe;Correcto;;Sí;No;No;Sí;No;No;No;No;No;No;Sí;1;2;4;4;Alto;Nada;Nada;Poco;Nada;Nada;Nada;52122292;2;3;Seguridad (falta de);Sí;No;No;No;No;No;No;Rural;30;2047;26-35;0;1;0;0;0;0;Primaria;Mujer;No;No;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable
Colombia;Meta;Puerto Rico;Macarena-Caguán;Rural;50590011;2017;1;31/10/2017 14:01;00:01:03:51;50590;Mujer;Economía, problemas con, crisis de;1;Rara vez;Peor;Peor;Sí;Sí;Conciliaría con la contraparte;Una vez a la semana;Una o dos veces al mes;Una o dos veces al año;No responde;Nunca;Una o dos veces al mes;Nunca;Una o dos veces al año;Muy confiable;6;No ha participado;No;Inaplicable;Inaplicable;Inaplicable;Algo inseguro(a);Algo;Pandillas;Cuestionario A;Policía o militares;Inaplicable;Menor;De vez en cuando;Aumentaría;Defensoría del Pueblo;Inaplicable;Sí;No;No;Inaplicable;Sí;No;No;Inaplicable;No;Inaplicable;Sí;Sí;Uso de la fuerza militar;Uso de la fuerza militar;Nada posible;Nada posible;Sí;Sí;No sabe;No;Una mujer;Menos;2;Mucho;4;4;4;2;5;Nada;5;Nada;Nada;Nada;Nada;Nada;4;2;2;5;3;3;Inaplicable;Inaplicable;Inaplicable;Nada;Nada;2;4;5;4;4;4;4;6;Nada;6;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;2;5;Mucho;5;Nada;Nada;Nada;Nada;Ni bueno, ni malo (regular);Muy insatisfecho(a);Muy insatisfecho(a);Insatisfecho(a);Insatisfecho(a);Muy insatisfecho(a);0;;1;15;0;0;0;;;;;;;;Muy en desacuerdo;Muy de acuerdo;6;Muy en desacuerdo;3;Muy en desacuerdo;6;3;4;Muy en desacuerdo;2;6;2;2;2;Muy en desacuerdo;2;Muy de acuerdo;2;5;2;Muy de acuerdo;2;3;3;Muy en desacuerdo;Muy en desacuerdo;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Sí;Desaprueba firmemente;Desaprueba firmemente;Aprueba firmemente;Aprueba firmemente;Aprueba firmemente;Aprueba firmemente;Aprueba firmemente;5;Aprueba firmemente;Aprueba firmemente;Aprueba firmemente;5;Aprueba firmemente;Aprueba firmemente;Aprueba firmemente;Aprueba firmemente;Aprueba firmemente;No tiene problema con tenerlos de vecinos;No;No;Sí;No;No;Inaplicable;No;Inaplicable;Sí;No;Sí;No;No;Muy generalizada;Muy generalizada;Sí;Sí votó;0;;1;15;0;0;No;Inaplicable;Nada;No votaría por ese candidato;Nunca;Nunca;Muchas veces;Inaplicable;Inaplicable;Sí;Sí;No;Inaplicable;11 - 6o año de secundaria;Muy importante; Iglesia de los Santos de los Últimos Días (Mormones);Se dedica a los quehaceres de su hogar;Inaplicable;Inaplicable; Entre 225.001 y 325.000;No;Unión libre (acompañado);6;3;Sí;3;Blanca;Algunas veces a la semana;No responde;No sabe;Correcto;8;Sí;Sí;No;No;No;Sí;No;Sí;Sí;Sí;Sí;2;2;4;4;Ni alto ni bajo;Poco;Mucho;Nada;Nada;Nada;Nada;20429000;2;6;Economía, problemas con, crisis de;No;No;No;No;Sí;No;No;Rural;37;2054;36-45;0;0;1;0;0;0;Secundaria;Mujer;No;No;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable
Colombia;Meta;Puerto Rico;Macarena-Caguán;Rural;50590015;2017;1;31/10/2017 16:10;00:00:50:17;50590;Hombre;Delincuencia, crimen;63;Nunca;Igual;Peor;No;Sí;Acudiría a la Policía;Una o dos veces al mes;Una o dos veces al mes;Nunca;Nunca;Inaplicable;Una o dos veces al mes;Nunca;Una o dos veces al mes;Algo confiable;Derecha;Sí ha participado;No;Inaplicable;Inaplicable;Inaplicable;Muy seguro(a);Algo;Las bandas criminales (BACRIM);Cuestionario A;Vecinos de su barrio o comunidad;Inaplicable;Menor;Permanente;Inaplicable;Procuraduría General de la Nación;Inaplicable;No;Inaplicable;No;Inaplicable;No;Inaplicable;No;Inaplicable;No;Inaplicable;No;Inaplicable;Negociación;Negociación;Poco posible;Nada posible;Sí;No;No;No;Un hombre;Menos;6;6;4;6;4;Mucho;Nada;5;3;Nada;Nada;Nada;Nada;Nada;Mucho;5;6;Mucho;Mucho;4;Inaplicable;Inaplicable;Inaplicable;4;Mucho;Mucho;4;5;3;3;5;6;5;4;6;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;3;3;5;4;3;5;4;5;Ni bueno, ni malo (regular);Muy insatisfecho(a);Insatisfecho(a);Satisfecho(a);Muy insatisfecho(a);Muy insatisfecho(a);1;2;0;;0;0;0;;;;;;;;4;3;Muy en desacuerdo;3;5;4;4;3;5;3;4;Muy en desacuerdo;4;5;5;4;2;3;4;6;Muy de acuerdo;5;6;4;4;5;4;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Sí;3;5;2;4;3;5;7;9;6;5;7;3;2;4;Desaprueba firmemente;Desaprueba firmemente;3;No tiene problema con tenerlos de vecinos;No;No;No;Inaplicable;Sí;No;No;Inaplicable;Sí;No;No;Inaplicable;No;Poco generalizada;Algo generalizada;Sí;No votó;0;;1;20 minutos;0;0;Sí;Partido de la U (Partido Social de Unidad Nacional);Algo;No votaría por ese candidato;Nunca;Nunca;Nunca;Inaplicable;Inaplicable;No;Sí;No;Inaplicable;11 - 6o año de secundaria;Muy importante; Católico;Trabajando;Trabajador(a) por cuenta propia; Menos de 225.000; Entre 225.001 y 325.000;No;Soltero;6;1;No;0;Blanca;Algunas veces a la semana;No sabe;No sabe;Correcto;;Sí;No;No;No;No;No;Sí;Sí;No;No;Sí;1;1;4;4;Muy alto;Poco;Nada;Nada;Poco;Nada;Nada;1006131477;2;5;Delincuencia, crimen;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Inaplicable;Rural;23;2040;18-25;1;0;0;0;0;0;Secundaria;Hombre;Inaplicable;Inaplicable;No;No;No;No;No;Sí;No;No;No;No;No;No
