sbjnum;date;upm1a;a4;soct2;idio2;np1;cp4a;cp6;cp7;cp8;cp13;colcp8a;colcp8b;colcp8c;it1;l1;prot3;jc10;jc13;jc15a;jc16a;vic1ext;aoj1;aoj21;aoj11;aoj12;colaoj21a;colaoj21b;wc1;wc1t;wc3;wc3t;wc2;wc2t;colwc8;colwc8t;colwc9;colwc9t;colwc4a;colwc4b;colwc4d;colwc4e;colwc4g;colwc4c;colwc4f;colwc4_88;colwc4_98;collt5;collt6;colpaz1a;colpaz6a;colpaz6c;b0;b1;b2;b3;b4;b6;b10a;b12;b13;b18;colb60n;b21;b21a;b31;b32;b37;b47a;b50;b20;b33;b17;colb61;b3polx;b20b;b15;colb67;b3milx;colpropaz1b;colrecon19b;colrecon19c;colrecon20b;colrecon20c;colpropaz1cn;colvb27a;colvb27b;colvb27c;colvb27d;colvb27e;colvb27f;colvb27g;colvb27h;m1;sd2new2;sd2expec;sd3new2;sd3expec;sd6new2;sd6expec;colsd8new2;infrax;ros1;ros4;redist1;redist2;redist3;ing4;eff1;eff2;pn4;colpropaz13c;colpropaz13j;colpact16a;colpropaz13k;colpropaz13m;colpact16b;colpact20;colpact11;colpact1;colpact17a;colpact18a;colpact10;colpact19;colpact17b;colpact18b;colind1a;colcamp1a;colafro1a;colwom2a;coldvw4;coldvw5;coldvw6;coldvw7;colprotmuj2;coldvw9;coldvw10;coldvw11_1;coldvw11_2;coldvw11_3;coldvw11_4;coldvw11_5;coldvw11_6;coldvw11_7;coldvw11_88;coldvw11_98;d1;d2;d3;d4;d5;d6;colespa2a;colideol4b;colideol4c;colideol4d;colideol4g;colrecon6;colrecon18;colrecon7n;coldis35f;exc2;exc6;exc11a;exc11;exc13a;exc13;exc14a;exc14;exc15a;exc15;exc16a;exc16;exc18;exc7;exc7new;inf1;vb2;vb3n;vb2v;vb3n2;vb10;vb11;pol1;vb20;clien1na;vb50;vb51;vb52;vb58;w14a;mil10a;mil10e;dis13n;dis12n;coldis18n;dis11n;dis12xn;coldis17n;coldislugar;wf1;cct1b;ed;q3cn;q5b;colocup4a;ocupoit;ocup1a;formal;q10g;q10new;q14;q10e;q11n;q12c;q12bn;q12;etid;gi0n;www1n;smedia1;smedia2;smedia3;smedia4;smedia5;smedia6;smedia7;smedia8;smedia9;gi1;gix4;gi4;colgi8;r3;r4;r4a;r5;r6;r7;r8;r12;r14;r15;r18;r1;r16;formatq;colorr;conocim;iarea1;iarea2;iarea3;sexi;colori;colestsoc_col;q1;q2;country;estratopri;municipio;prov_code;upm;ur;year;municipio_desc;estratosec;tamano;q_38;q_54;q_58;q_67;q_86;q_110;q_125;q_162;q_197;q_208;q_221;q_227;q_271;q_316;q_320;aoj21_answer_order;colaoj21a_answer_order;colaoj21b_answer_order;b20b_b15_colb67_order;colvb27_questions_order;redist_questions_order;colpropaz13c_j_order;colpropaz13k_m_order;s_236_7;duration;wt 
75038513;29-Sep-18;57;13;2;2;2;2;4;4;4;4;4;.c;.c;1;7;2;1;.c;2;.c;2;.c;6;2;2;1;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;1;.c;5;5;6;4;5;6;5;5;5;5;4;5;4;5;5;4;4;4;4;4;5;4;4;.c;.c;.c;.c;6;.c;.c;6;5;6;2;2;2;2;2;2;6;4;2;4;3;2;.c;2;.c;2;2;1;6;7;1;6;4;2;2;4;.c;.c;.c;5;6;5;5;.c;.c;.c;.c;5;6;2;2;6;6;.c;4;.c;.c;.c;2;6;2;3;0;0;0;0;0;0;1;0;0;9;9;9;9;9;9;2;9;9;9;9;9;9;9;0;0;0;0;.c;1;0;0;.c;1;0;0;.c;0;2;.c;1;1;803;1;802;2;.c;4;3;2;3;1;2;3;1;.a;.c;.c;.c;.c;2;2;2;.c;2;2;16;1;3;4;.c;.c;.c;.c;12;2;1;1;4;0;0;1;1;1;1;1;2;2;.c;.c;1;1;3;1;1;1;.a;1;1;1;0;1;1;0;1;1;1;1;1;1;4;1;2;2;3;4;2;2;2;1;27;8;814;868689;68;68689;1;2018;208;2;4;1;1;1;1;1;1;2;3;2;2;1;2;1;1;2;1307;116;.c;.c;1336;4;.c;2;105;135;1
75040616;29-Sep-18;57;13;2;2;1;1;1;1;4;4;.c;4;3;1;8;2;.c;2;.c;1;2;.c;9;1;1;.c;3;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;2;.c;5;5;6;6;6;6;6;7;5;7;1;6;7;5;6;4;7;5;7;6;5;1;7;.c;.c;.c;.c;4;7;7;.c;.c;3;1;7;1;1;1;1;1;1;1;2;2;3;.c;2;.c;2;1;5;4;6;5;4;5;5;7;2;.c;.c;.c;3;7;1;7;7;1;7;4;.c;.c;.c;.c;1;3;.c;5;4;6;1;.c;.c;.c;1;0;0;0;1;0;0;0;0;0;7;7;4;6;10;1;10;10;8;10;9;10;10;10;0;0;0;1;0;1;0;0;.c;1;0;1;0;0;2;.c;1;2;.c;2;.c;2;.c;1;2;2;2;3;3;2;1;.c;1;.c;.c;.c;2;2;2;.c;1;2;14;1;1;1;3;1;1;14;16;2;2;2;5;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;.b;1;1;1;2;1;1;1;1;1;1;1;1;1;4;3;2;2;2;2;2;2;3;1;73;8;814;868689;68;68689;1;2018;208;2;4;2;2;2;2;1;1;1;3;2;1;1;1;1;2;2;1163;.c;327;.c;47;2;.c;1;1;666;1
75042548;29-Sep-18;62;27;3;2;2;2;4;3;4;4;4;.c;.c;2;3;2;2;.c;.c;2;1;2;6;3;4;.c;5;1;2;2;.c;2;.c;2;.c;1;2;1;2;2;2;2;2;2;2;2;1;1;2;2;.c;2;1;2;1;1;1;1;2;1;1;1;1;4;2;1;2;4;1;3;3;3;1;1;.c;.c;.c;.c;1;.c;.c;5;4;1;1;1;1;1;2;1;1;.a;2;4;.c;4;.c;4;3;4;4;2;6;7;2;7;4;4;5;4;2;3;2;.c;.c;.c;6;.c;.c;.c;.c;6;6;1;1;.c;.c;6;2;5;1;1;.c;.c;.c;1;1;0;1;0;0;0;0;0;0;4;5;4;3;1;1;1;1;1;1;1;1;5;1;.a;0;0;0;.c;1;0;0;.c;1;0;1;0;0;4;.c;1;1;801;1;801;2;.c;2;2;2;4;1;2;4;.a;.c;.a;.c;.c;.c;2;2;2;.c;2;2;5;4;2;1;5;4;2;6;5;2;3;3;6;4;6;2;2;1;2;.c;.c;2;.c;.c;1;2;2;.a;.a;.a;.a;1;0;0;0;1;0;0;1;1;0;1;1;1;4;3;3;2;3;3;2;4;2;2;38;8;814;850001;50;50001;1;2018;173;1;3;1;1;2;2;1;1;2;2;1;2;2;1;1;2;2;20;.c;574;.c;1477;1;1;.c;1;1051;0,800000012
75042707;29-Sep-18;62;22;3;3;2;2;2;4;4;4;.c;4;4;2;2;2;2;.c;.c;2;2;.c;6;2;3;3;.c;1;2;2;.c;1;2;2;.c;1;2;1;2;2;2;2;2;2;2;2;2;.c;1;2;.c;5;4;7;3;5;4;4;6;3;6;1;3;3;4;5;5;4;4;.c;.c;.c;.c;.c;4;5;5;6;4;5;5;.c;.c;5;4;1;1;1;4;4;4;1;3;2;.c;2;3;2;.c;3;2;6;4;7;6;1;6;4;4;4;4;2;3;.c;.c;.c;4;.c;.c;.c;.c;7;7;5;3;.c;.c;3;7;7;1;1;.c;.c;.c;3;0;0;1;1;0;0;1;0;0;7;10;3;10;10;10;7;10;10;10;10;8;10;5;1;0;0;0;.c;1;0;0;.c;1;0;0;.c;0;.c;4;1;1;805;1;801;2;.c;1;3;2;3;3;2;2;1;.c;3;2;2;2;.c;.c;.c;.c;1;2;18;4;.a;1;9;4;2;3;11;2;3;3;2;0;1;2;1;1;1;2;2;2;.c;.c;1;1;5;1;1;1;.a;1;1;1;0;0;0;0;1;1;1;1;1;1;4;3;3;1;1;1;2;3;2;2;45;8;814;850001;50;50001;1;2018;173;1;3;2;1;2;1;1;2;1;1;1;2;2;1;2;2;1;1372;708;.c;6;602;4;2;.c;479;1083;0,800000012
75043461;29-Sep-18;57;11;2;3;2;1;3;2;4;4;3;.c;.c;1;5;2;2;.c;.c;2;2;.c;6;3;3;.c;3;1;2;2;.c;1;2;2;.c;2;.c;1;2;2;2;2;2;2;2;2;2;.c;2;.c;2;4;5;6;5;6;6;5;6;3;4;1;3;5;6;4;4;6;6;6;5;4;1;5;.c;.c;.c;.c;3;2;3;.c;.c;4;4;2;2;2;3;1;3;2;3;3;3;3;.c;3;.c;3;1;4;6;6;4;3;6;6;6;2;.c;.c;.c;5;5;4;7;.c;.c;.c;.c;5;7;6;5;6;6;.c;5;6;2;2;.c;.c;.c;3;0;0;0;0;0;0;1;0;0;5;5;4;4;2;1;4;1;4;3;4;3;6;5;0;0;0;0;.c;1;0;0;.c;1;0;1;0;0;1;.c;1;2;.c;1;.b;2;.c;2;4;2;3;1;2;3;.b;3;.c;.c;.c;.c;2;2;2;.c;1;1;5;1;1;1;9;4;2;7;11;2;2;3;6;2;5;7;1;1;1;1;1;2;.c;.c;1;1;2;.b;.a;1;2;1;1;1;1;0;0;1;1;1;1;0;1;1;4;5;3;1;1;3;2;6;2;1;45;8;814;868689;68;68689;1;2018;207;2;4;1;1;2;2;2;1;1;3;2;2;1;1;1;1;2;1060;.c;601;.c;340;2;.c;2;119;537;1
75044425;28-Sep-18;57;70;3;3;2;2;1;2;4;4;.c;4;4;1;.a;2;2;.c;2;.c;2;.c;8;1;4;11;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;1;.c;3;7;7;3;2;1;4;2;5;2;1;2;7;.a;1;4;.a;.a;.c;.c;.c;.c;.c;7;.a;1;.b;.a;2;5;.c;.c;.a;1;1;1;1;1;1;1;1;2;2;.c;3;.c;4;3;2;.b;6;.a;7;1;7;.a;1;1;.a;.a;.a;.a;.c;.c;.c;6;.a;.b;7;.b;.c;.c;.c;.c;.c;.c;7;1;.c;.c;.c;1;7;7;6;0;0;0;0;0;0;1;0;0;.b;1;1;1;1;1;1;1;.a;1;.a;.b;10;10;0;0;0;0;.c;0;.c;0;.c;1;0;1;0;0;.b;.c;1;1;801;1;801;2;.c;4;2;2;2;3;3;1;2;.c;.a;2;2;2;.c;.c;.c;.c;2;2;5;5;1;5;.c;.c;.c;.c;4;2;3;2;4;0;2;2;2;5;1;2;5;2;.c;.c;1;1;5;.a;.a;1;.a;1;0;1;0;1;0;0;1;1;0;0;1;1;4;6;4;1;2;2;2;5;2;2;54;8;814;868689;68;68689;1;2018;207;2;4;2;1;1;1;1;2;1;2;1;1;2;2;1;2;1;58;565;.c;5;574;4;1;.c;57;840;1
75044500;29-Sep-18;62;3;3;2;1;2;1;4;3;3;4;.c;.c;3;5;2;.c;1;.c;2;2;.c;2;2;2;1;.c;1;2;2;.c;1;2;2;.c;1;2;1;2;2;2;2;2;2;2;2;2;.c;2;.c;2;3;2;5;2;3;4;3;4;1;2;1;2;1;3;1;1;4;4;1;2;3;1;1;.c;.c;.c;.c;1;4;4;.c;.c;2;2;3;1;1;2;2;2;2;3;3;.c;4;3;2;.c;4;3;1;7;7;1;.b;4;1;6;4;3;2;4;.c;.c;.c;4;.c;.c;.c;.c;7;6;2;3;.c;.c;4;2;4;1;3;.c;.c;.c;1;0;0;0;1;0;0;0;0;0;8;10;5;3;3;1;1;2;.b;1;5;7;10;10;0;1;0;1;0;1;0;0;.c;0;.c;0;.c;0;1;.c;1;1;899;1;899;2;.c;2;4;1;3;3;3;2;1;.c;3;.c;.c;.c;2;2;2;.c;2;2;16;2;1;2;2;4;2;5;14;1;2;1;4;0;0;1;1;1;1;1;2;2;.c;.c;1;1;2;1;1;1;1;1;0;1;0;0;0;1;1;1;1;1;1;1;4;2;2;1;1;3;2;4;2;1;23;8;814;850001;50;50001;1;2018;173;1;3;1;2;2;1;2;1;1;1;1;2;2;1;1;2;2;459;595;.c;.c;464;4;1;.c;1;1066;0,800000012
75044994;29-Sep-18;51;11;.a;2;2;1;2;2;2;4;2;.c;.c;4;10;2;.c;2;.c;2;1;1;4;3;3;3;.c;1;2;2;.c;2;.c;2;.c;1;2;1;2;2;2;2;2;2;2;2;.a;.c;2;2;.c;6;4;7;4;6;7;4;7;6;7;1;4;7;6;4;3;4;4;6;4;3;1;7;.c;.c;.c;.c;1;1;7;.c;.c;6;3;7;2;1;1;2;1;1;1;2;.c;2;.c;3;3;2;1;4;7;7;3;6;7;.b;.b;3;5;5;.b;.c;.c;.c;7;.c;.c;.c;.c;7;7;6;5;.c;.c;6;4;.c;.c;.c;3;7;3;3;1;0;0;0;1;0;1;0;0;4;8;4;4;7;6;1;5;4;10;8;5;8;8;0;0;0;0;.c;1;0;1;0;0;.c;1;0;0;.c;3;1;2;.c;2;.c;1;829;3;2;2;4;3;3;3;.b;.c;3;2;2;1;.c;.c;.c;2;2;2;8;1;1;1;5;4;2;5;9;2;2;5;4;1;2;2;1;1;1;1;1;2;.c;.c;1;1;5;.a;1;1;.a;1;0;1;0;1;0;0;1;1;0;0;1;1;4;4;3;2;2;3;2;5;1;2;52;8;815;819001;19;19001;1;2018;122;1;3;1;2;2;1;1;1;1;2;1;2;2;2;2;2;1;647;92;.c;.c;58;6;1;.c;101;467;1
75045005;29-Sep-18;51;5;3;3;2;2;1;1;1;4;.c;4;4;4;5;2;.c;2;1;.c;1;1;2;1;1;3;.c;2;.c;2;.c;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;.c;7;6;6;6;6;6;6;7;6;7;6;6;7;6;7;7;7;6;.c;.c;.c;.c;.c;7;7;7;6;6;.c;.c;6;5;7;4;4;4;4;7;4;4;4;2;2;.c;2;.c;2;2;2;1;5;5;7;5;7;6;4;6;2;6;4;4;.c;.c;.c;5;5;5;5;5;.c;.c;.c;.c;7;7;.c;7;7;7;7;.c;.c;.c;2;0;0;0;0;1;0;0;0;0;10;9;9;9;8;7;5;5;5;5;8;3;5;5;1;0;0;0;.c;1;0;0;.c;0;.c;1;0;0;3;.c;1;1;801;1;801;2;.c;1;2;2;2;3;3;2;1;.a;.c;.c;.c;.c;2;2;2;.c;1;1;5;1;1;1;5;1;2;4;4;1;2;2;4;2;2;2;1;5;2;.c;.c;2;.c;.c;2;.c;.c;.a;.a;2;5;1;0;1;0;0;0;0;1;1;0;0;1;0;4;5;3;2;3;2;2;3;2;1;42;8;815;819001;19;19001;1;2018;122;1;3;2;2;1;1;1;2;2;2;1;1;1;1;1;1;2;774;448;.c;2;1599;4;2;.c;1;374;1
75045773;29-Sep-18;57;11;2;2;2;2;1;4;4;4;.c;4;4;3;5;2;.c;2;2;.c;2;.c;9;1;3;.c;3;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;.a;.c;2;5;2;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;6;4;5;1;4;.c;.c;.c;.c;4;3;7;.c;.c;4;1;1;1;1;1;1;1;1;3;3;.c;.a;.c;3;3;2;4;4;4;5;4;4;4;4;1;2;4;4;4;.c;.c;.c;4;1;1;2;2;.c;.c;.c;.c;1;4;.c;2;.c;.c;.c;2;7;1;2;0;0;0;0;1;0;0;0;0;4;4;4;1;5;1;1;5;5;5;5;5;10;5;0;0;0;0;.c;0;.c;0;.c;1;0;0;.c;0;2;.c;1;1;801;1;801;2;.c;4;.a;2;2;3;3;1;2;.c;.a;.c;.c;.c;2;2;2;.c;2;2;2;1;1;5;.c;.c;.c;.c;9;2;2;6;2;0;2;2;1;5;2;.c;.c;2;.c;.c;2;.c;.c;.a;.a;1;.a;1;0;1;0;0;0;0;1;1;0;0;1;0;4;4;5;3;3;2;2;2;2;2;61;8;814;868689;68;68689;1;2018;208;2;4;2;2;1;2;2;1;1;2;1;1;1;2;1;2;2;1623;.c;182;.c;965;3;1;.c;1;112;1
75045782;29-Sep-18;57;862;1;2;2;2;2;4;3;3;.c;4;4;2;10;1;.c;1;.a;.c;2;.c;9;2;1;.c;3;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;2;1;.c;6;4;3;2;.a;7;2;6;4;4;1;2;7;3;3;6;5;.a;.c;.c;.c;.c;.c;2;6;6;5;1;7;1;.c;.c;3;2;7;.a;.a;.a;7;.a;.a;2;3;3;2;.c;2;.c;2;4;3;4;7;4;7;6;7;3;2;.c;.c;.c;6;7;1;7;1;1;6;4;.c;.c;.c;.c;.c;.c;7;6;7;3;6;.c;.c;.c;1;1;0;0;0;0;0;0;0;0;5;2;1;1;4;5;1;2;4;4;8;1;3;3;1;0;0;0;.c;1;0;0;.c;1;0;0;.c;0;2;.c;1;1;801;2;.c;2;.c;3;.a;2;2;3;3;3;1;.c;3;2;2;2;.c;.c;.c;.c;2;1;5;1;1;1;6;4;.b;3;3;2;2;2;3;0;5;2;1;5;2;.c;.c;2;.c;.c;2;.c;.c;1;.a;1;.a;1;0;1;0;1;0;0;1;1;0;0;1;1;4;5;5;2;3;3;2;4;3;1;65;8;814;868689;68;68689;1;2018;207;2;4;2;2;1;2;1;2;1;3;2;1;2;1;1;2;1;1026;.c;440;2;1390;6;.c;2;1;1091;1
75046416;29-Sep-18;51;22;1;1;2;2;3;3;4;3;4;.c;.c;1;9;2;.c;1;.c;1;1;1;9;2;4;3;.c;1;2;2;.c;1;2;2;.c;1;2;1;2;2;2;2;2;2;2;2;2;.c;1;.c;2;7;2;5;3;6;6;3;5;5;5;1;4;4;3;5;6;6;4;.c;.c;.c;.c;.c;5;4;4;4;4;6;6;.c;.c;5;5;.a;5;3;5;3;.a;.a;3;3;3;2;.c;3;.c;2;2;2;3;5;.a;4;4;3;3;3;.c;.c;.c;5;5;2;3;2;2;5;7;.c;.c;.c;.c;.c;.c;7;2;.c;.c;.c;2;7;7;1;0;0;0;0;0;0;1;0;0;3;3;2;2;6;5;2;5;6;7;5;2;4;4;1;0;0;0;.c;0;.c;0;.c;1;0;1;0;0;.c;3;1;2;.c;2;.c;2;.c;3;4;2;3;3;3;3;2;.c;.a;.c;.c;.c;1;2;2;3;1;1;6;1;1;3;.c;.c;.c;.c;2;1;2;3;5;3;1;3;1;2;1;2;2;2;.c;.c;1;2;2;.b;.a;2;5;1;0;1;0;1;0;0;1;1;0;0;1;1;4;5;4;1;1;2;2;4;2;2;29;8;815;819001;19;19001;1;2018;122;1;3;1;2;2;1;2;2;1;3;2;1;2;2;2;2;2;479;624;.c;6;1291;3;.c;2;477;770;1
75047057;29-Sep-18;57;5;2;2;2;2;4;4;4;4;.c;4;4;1;3;2;2;.c;2;.c;2;.c;6;1;2;3;.c;2;.c;1;2;2;.c;2;.c;2;.c;2;2;2;2;2;2;2;1;2;2;.c;1;2;.c;7;4;7;5;4;5;6;7;7;7;1;4;7;7;5;7;7;7;7;7;7;1;6;.c;.c;.c;.c;7;1;7;.c;.c;7;1;2;1;1;2;1;1;1;2;3;3;3;.c;2;.c;2;1;5;7;7;4;7;5;6;5;3;4;4;5;.c;.c;.c;6;1;1;1;1;.c;.c;.c;.c;3;6;.c;6;.c;.c;.c;2;5;5;4;0;0;0;0;0;0;1;0;0;10;3;1;1;1;1;1;5;9;6;9;2;6;6;1;0;0;0;.c;1;0;0;.c;0;.c;0;.c;0;3;.c;1;1;801;1;801;2;.c;3;2;2;3;1;3;3;1;.c;.a;.c;.c;.c;2;2;2;.c;2;2;11;1;1;1;7;5;2;0;2;1;2;1;4;1;2;2;1;2;1;2;5;2;.c;.c;1;1;5;1;.a;1;.a;1;0;1;0;0;0;0;1;1;0;0;0;.c;4;3;3;2;4;2;2;2;2;2;38;8;814;868689;68;68689;1;2018;208;2;4;2;1;1;1;1;1;1;3;1;1;1;2;1;2;2;1324;94;.c;.c;936;4;1;.c;92;214;1
75048489;29-Sep-18;62;3;3;3;2;1;4;4;4;4;.c;4;4;2;2;2;2;.c;.c;1;2;.c;6;2;2;6;.c;2;.c;2;.c;1;2;2;.c;1;2;1;2;2;2;2;2;2;2;2;2;.c;1;1;.c;3;2;5;3;3;3;3;3;3;3;3;1;2;2;3;4;3;3;.c;.c;.c;.c;.c;4;4;4;4;5;3;3;.c;.c;5;1;1;1;2;1;1;1;1;2;2;.c;2;2;2;.c;3;3;2;7;7;7;7;7;7;4;3;.c;.c;.c;7;7;4;4;.c;.c;.c;.c;7;7;7;7;.c;.c;6;3;.c;.c;.c;2;7;5;1;0;0;0;0;0;0;1;0;0;8;10;8;8;10;10;1;10;8;6;4;2;10;10;0;0;0;0;.c;0;.c;0;.c;1;0;0;.c;0;.c;4;1;2;.c;2;.c;2;.c;2;4;2;3;3;3;2;1;.c;.a;.c;.c;.c;2;2;2;.c;2;1;11;1;1;3;.c;.c;.c;.c;6;1;1;1;6;3;1;2;1;1;1;1;1;2;.c;.c;1;1;2;.a;.a;.a;8;1;0;1;0;1;0;0;1;1;1;1;1;1;4;4;3;1;1;1;2;3;2;2;30;8;814;850001;50;50001;1;2018;173;1;3;2;1;2;1;1;2;1;1;2;2;2;2;2;2;2;1084;272;.c;4;671;2;.c;1;791;204;0,800000012
75049510;28-Sep-18;57;3;3;3;2;2;1;4;4;4;4;.c;.c;3;4;1;1;.c;2;.c;2;.c;4;1;3;.c;3;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;2;4;3;5;4;3;4;4;7;4;7;1;4;5;5;5;6;5;4;7;5;5;1;7;.c;.c;.c;.c;4;.c;.c;4;3;5;4;3;3;2;3;3;3;4;1;2;.c;2;3;4;.c;2;2;2;4;6;4;3;4;4;5;4;5;4;4;.c;.c;.c;5;4;5;5;5;.c;.c;.c;.c;4;6;.c;3;.c;.c;.c;2;7;2;3;0;0;0;1;1;0;0;0;0;4;7;4;5;7;4;1;5;4;3;4;2;5;3;0;0;0;0;.c;0;.c;0;.c;1;0;0;.c;0;.c;2;1;2;.c;2;.c;2;.c;2;3;2;4;3;3;4;1;3;.c;1;2;2;.c;.c;.c;4;2;2;11;1;1;3;.c;.c;.c;.c;1;2;3;1;2;0;0;1;1;1;1;1;1;2;.c;.c;1;1;2;1;.a;1;.a;1;0;1;0;0;0;0;1;0;1;0;1;0;4;1;3;1;1;1;2;5;2;2;18;8;814;868689;68;68689;1;2018;207;2;4;1;1;1;2;2;1;2;1;1;1;1;2;2;1;1;1566;.c;674;.c;212;6;2;.c;1;225;1
75050203;29-Sep-18;57;70;2;3;2;2;2;4;4;4;.c;4;4;3;5;2;1;.c;1;.c;1;2;2;2;3;.c;3;2;.c;2;.c;1;2;2;.c;2;.c;2;1;2;2;2;2;2;2;2;2;.c;2;.c;2;4;4;3;5;4;6;5;6;5;6;1;2;4;5;2;5;4;4;.c;.c;.c;.c;.c;7;5;3;2;1;6;5;.c;.c;7;1;1;1;1;1;1;1;1;3;2;3;2;.c;3;.c;2;2;2;6;7;6;7;5;6;6;3;4;4;5;.c;.c;.c;6;1;1;5;5;.c;.c;.c;.c;6;7;.c;1;6;2;2;.c;.c;.c;3;0;0;0;0;0;0;1;0;0;7;5;1;5;8;8;2;8;7;10;10;3;5;5;0;0;0;0;.c;0;.c;0;.c;1;0;0;.c;0;2;.c;1;1;803;1;802;2;.c;3;4;2;2;3;3;4;1;.c;.a;2;2;2;.c;.c;.c;.c;2;2;11;1;2;3;.c;.c;.c;.c;10;1;3;1;6;3;0;2;1;1;1;1;3;1;1;2;1;1;5;1;1;1;.a;1;0;1;0;1;0;0;1;1;1;0;1;1;4;3;3;1;1;3;2;6;2;1;20;8;814;868689;68;68689;1;2018;207;2;4;2;1;1;2;2;2;1;3;1;1;1;1;1;2;1;1382;.c;224;3;1579;1;2;.c;343;427;1
75050678;29-Sep-18;57;70;2;1;2;1;1;2;4;4;4;.c;.c;1;.a;2;.c;2;.c;2;2;.c;9;1;2;3;.c;1;2;1;2;1;2;2;.c;2;.c;2;1;2;2;2;2;2;2;2;2;.c;1;2;.c;7;4;7;6;7;5;5;7;5;7;1;5;7;6;5;7;7;5;4;5;7;1;6;.c;.c;.c;.c;4;3;5;.c;.c;5;3;5;4;.a;.a;.a;.a;.a;2;2;2;2;.c;2;.c;2;1;5;7;7;6;4;7;6;5;2;.c;.c;.c;4;5;1;7;.c;.c;.c;.c;7;6;2;2;.c;.c;5;7;.c;.c;.c;1;5;6;3;0;0;0;0;0;0;1;0;0;2;1;1;1;1;1;1;1;1;3;3;1;5;4;0;0;0;1;0;1;0;0;.c;1;0;1;0;0;.c;3;1;2;.c;2;.c;2;.c;1;2;2;2;3;3;3;1;.c;3;1;2;1;.c;.c;.c;3;2;2;9;1;1;1;.a;.a;2;1;1;2;3;2;3;1;2;2;1;1;1;1;2;2;.c;.c;1;1;2;1;.a;1;.a;0;0;1;0;0;0;0;1;0;0;0;1;0;4;4;3;2;2;3;2;4;3;2;39;8;814;868689;68;68689;1;2018;207;2;4;1;2;2;1;1;1;1;3;2;2;2;2;2;2;1;95;715;.c;.c;330;6;.c;2;307;95;1
75051054;29-Sep-18;62;27;2;2;2;2;1;3;3;4;3;.c;.c;2;5;2;1;.c;1;.c;2;.c;.a;2;4;3;.c;2;.c;2;.c;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;.c;2;.c;1;5;6;7;5;7;7;7;7;5;6;1;5;7;6;6;7;7;7;.c;.c;.c;.c;.c;6;6;5;6;6;7;7;.c;.c;6;3;3;6;1;5;7;3;5;3;2;.c;2;2;3;.c;4;3;7;6;5;5;5;6;1;1;2;.c;.c;.c;6;7;1;5;.c;.c;.c;.c;5;7;1;1;6;7;.c;1;7;5;2;.c;.c;.c;.a;0;0;0;0;0;0;1;0;0;5;3;3;3;8;1;1;7;5;5;8;5;10;8;0;0;0;1;0;0;.c;1;0;1;0;0;.c;0;.c;3;1;1;801;1;801;2;.c;3;4;2;3;3;2;2;1;.a;.c;2;2;2;.c;.c;.c;.c;2;1;4;1;1;7;.c;.c;.c;6;6;2;2;6;5;1;4;1;1;5;2;.c;.c;2;.c;.c;1;2;5;1;.a;1;.a;1;0;1;0;1;0;0;1;1;0;1;1;1;4;2;3;2;1;3;2;4;2;2;64;8;814;850001;50;50001;1;2018;173;1;3;1;1;1;1;2;2;1;1;2;2;1;1;2;1;1;667;219;.c;2;902;4;.c;2;623;1053;0,800000012
75051388;29-Sep-18;57;13;2;2;2;2;4;1;4;4;4;.c;.c;2;3;2;2;.c;2;.c;2;.c;4;3;3;3;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;2;7;4;5;4;4;4;4;5;3;5;1;2;3;3;4;4;4;3;5;3;4;1;4;.c;.c;.c;.c;4;6;6;.c;.c;4;4;1;1;1;1;1;1;1;2;2;.c;2;2;2;.c;2;1;4;4;5;3;4;4;5;2;3;.c;.c;.c;5;5;3;3;.c;.c;.c;.c;5;5;4;4;.c;.c;5;3;.c;.c;.c;2;5;4;3;0;0;0;1;0;0;0;0;0;5;3;3;4;2;2;1;5;5;8;6;4;8;5;0;0;0;0;.c;1;0;0;.c;0;.c;1;0;0;.c;2;1;2;.c;1;.b;2;.c;4;4;2;3;1;2;1;2;.a;.c;.c;.c;.c;2;2;2;.c;2;2;11;4;3;1;9;2;2;4;10;2;2;2;6;2;4;2;2;2;2;.c;.c;2;.c;.c;2;.c;.c;.a;.a;1;.a;1;0;1;0;0;0;0;1;1;0;0;1;0;4;4;5;3;4;2;2;2;2;2;29;8;814;868689;68;68689;1;2018;208;2;4;1;1;1;1;2;1;1;1;2;2;2;2;2;1;2;953;714;.c;.c;1187;1;.c;2;1;47;1
